departure_city,destination_city,country,date_arrive,arrival_time_difference,arrival_status,airline,airline_type,cleaned_airline
Istanbul SAW,Berlin,Turkey,2024-07-15,24,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Ibiza,Berlin,Spain,2024-07-15,-6,Early,Eurowings (EW),budget,Eurowings
Helsinki,Berlin,Finland,2024-07-15,11,Delayed,Finnair (AY),premium,Finnair
Lisbon,Berlin,Portugal,2024-07-15,-11,Early,TAP Air Portugal (TP),premium,Tap Air Portugal
Palma de Mallorca,Berlin,Spain,2024-07-15,16,Delayed,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-15,10,Delayed,Lufthansa (LH),premium,Lufthansa
Pula,Berlin,Croatia,2024-07-15,-15,Early,easyJet Europe (EJU),budget,Easyjet Europe
Salzburg,Berlin,Austria,2024-07-15,8,Delayed,Eurowings (EW),budget,Eurowings
Stockholm ARN,Berlin,Sweden,2024-07-15,70,Delayed,Norwegian Air (D8),budget,Norwegian Air
Basel,Berlin,Switzerland,2024-07-15,28,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-15,9,Delayed,Lufthansa (LH),premium,Lufthansa
Kos,Berlin,Greece,2024-07-15,6,Delayed,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-15,11,Delayed,Lufthansa (LH),premium,Lufthansa
Olbia,Berlin,Italy,2024-07-15,40,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Reykjavik,Berlin,Iceland,2024-07-15,-4,Early,Icelandair (FI),premium,Icelandair
London LHR,Berlin,United Kingdom,2024-07-15,-2,Early,British Airways (BA),premium,British Airways
Malaga,Berlin,Spain,2024-07-15,-17,Early,Eurowings (EW),budget,Eurowings
London LCY,Berlin,United Kingdom,2024-07-15,102,Delayed,British Airways (BA),premium,British Airways
Budapest,Berlin,Hungary,2024-07-15,-2,Early,Ryanair (FR),budget,Ryanair
New York JFK,Berlin,United States,2024-07-15,-1,Early,(N0),budget,Norse Atlantic Airways
Gothenburg GOT,Berlin,Sweden,2024-07-15,40,Delayed,Eurowings (EW),budget,Eurowings
Izmir ADB,Berlin,Turkey,2024-07-15,25,Delayed,Sun Express (XQ),budget,Sun Express
Amsterdam,Berlin,Netherlands,2024-07-15,-5,Early,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Chania,Berlin,Greece,2024-07-15,-2,Early,Ryanair (FR),budget,Ryanair
Glasgow,Berlin,United Kingdom,2024-07-15,-12,Early,easyJet UK (U2),budget,Easyjet Uk
Frankfurt,Berlin,Germany,2024-07-15,13,Delayed,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-07-15,17,Delayed,Swiss (LX),premium,Swiss
Doha,Berlin,Qatar,2024-07-15,-19,Early,Qatar Airways (QR),premium,Qatar Airways
London LHR,Berlin,United Kingdom,2024-07-15,-10,Early,British Airways (BA),premium,British Airways
Malaga,Berlin,Spain,2024-07-15,-14,Early,easyJet Europe (EJU),budget,Easyjet Europe
Istanbul IST,Berlin,Turkey,2024-07-15,31,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Paris Orly,Berlin,France,2024-07-15,-3,Early,Transavia France (TO),budget,Transavia France
Rome FCO,Berlin,Italy,2024-07-15,33,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Barcelona,Berlin,Spain,2024-07-15,-22,Early,Vueling Airlines (VY),budget,Vueling Airlines
Rhodos,Berlin,Greece,2024-07-15,-4,Early,Ryanair (FR),budget,Ryanair
Vienna,Berlin,Austria,2024-07-15,-2,Early,Austrian Airlines (OS),premium,Austrian Airlines
Heraklion,Berlin,Greece,2024-07-15,61,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Copenhagen,Berlin,Denmark,2024-07-15,6,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Bari,Berlin,Italy,2024-07-15,-7,Early,Ryanair (FR),budget,Ryanair
Barcelona,Berlin,Spain,2024-07-15,-10,Early,easyJet Europe (EJU),budget,Easyjet Europe
Paris CDG,Berlin,France,2024-07-15,-9,Early,Air France (AF),premium,Air France
Cairo,Berlin,Egypt,2024-07-15,55,Delayed,Egypt Air (MS),premium,Egypt Air
Tallinn,Berlin,Estonia,2024-07-15,9,Delayed,Air Baltic (BT),premium,Air Baltic
Zurich,Berlin,Switzerland,2024-07-15,-5,Early,Swiss (LX),premium,Swiss
London STN,Berlin,United Kingdom,2024-07-15,9,Delayed,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-15,-2,Early,Lufthansa (LH),premium,Lufthansa
Stuttgart,Berlin,Germany,2024-07-15,29,Delayed,Eurowings (EW),budget,Eurowings
Nantes,Berlin,France,2024-07-15,-11,Early,Transavia France (TO),budget,Transavia France
Helsinki,Berlin,Finland,2024-07-15,-20,Early,Eurowings (EW),budget,Eurowings
London STN,Berlin,United Kingdom,2024-07-15,47,Delayed,Ryanair UK (RUK),budget,Ryanair Uk
Istanbul SAW,Berlin,Turkey,2024-07-15,11,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Milan MXP,Berlin,Italy,2024-07-15,95,Delayed,Ryanair (FR),budget,Ryanair
Frankfurt,Berlin,Germany,2024-07-15,-4,Early,Lufthansa (LH),premium,Lufthansa
Bristol,Berlin,United Kingdom,2024-07-15,-11,Early,easyJet UK (U2),budget,Easyjet Uk
London LCY,Berlin,United Kingdom,2024-07-15,37,Delayed,British Airways (BA),premium,British Airways
Palma de Mallorca,Berlin,Spain,2024-07-15,36,Delayed,Eurowings (EW),budget,Eurowings
Munich,Berlin,Germany,2024-07-15,-3,Early,Lufthansa (LH),premium,Lufthansa
Rome FCO,Berlin,Italy,2024-07-15,25,Delayed,Ryanair (FR),budget,Ryanair
Vienna,Berlin,Austria,2024-07-15,-12,Early,Austrian Airlines (OS),premium,Austrian Airlines
Cologne/Bonn,Berlin,Germany,2024-07-15,-2,Early,Eurowings (EW),budget,Eurowings
Stuttgart,Berlin,Germany,2024-07-15,18,Delayed,Eurowings (EW),budget,Eurowings
Lisbon,Berlin,Portugal,2024-07-15,-14,Early,TAP Air Portugal (TP),premium,Tap Air Portugal
London LHR,Berlin,United Kingdom,2024-07-15,9,Delayed,British Airways (BA),premium,British Airways
Catania,Berlin,Italy,2024-07-15,32,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Budapest,Berlin,Hungary,2024-07-15,22,Delayed,Wizz Air (W6),budget,Wizz Air
Antalya,Berlin,Turkey,2024-07-15,59,Delayed,Sun Express (XQ),budget,Sun Express
Amsterdam,Berlin,Netherlands,2024-07-15,34,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
London LCY,Berlin,United Kingdom,2024-07-15,-20,Early,British Airways (BA),premium,British Airways
Heraklion,Berlin,Greece,2024-07-15,-6,Early,SUNDAIR (SDR),budget,Sundair
Split,Berlin,Croatia,2024-07-15,10,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-15,36,Delayed,Lufthansa (LH),premium,Lufthansa
Edinburgh,Berlin,United Kingdom,2024-07-15,11,Delayed,easyJet UK (U2),budget,Easyjet Uk
Palma de Mallorca,Berlin,Spain,2024-07-15,13,Delayed,Ryanair (FR),budget,Ryanair
Paris CDG,Berlin,France,2024-07-15,112,Delayed,Air France (AF),premium,Air France
Palma de Mallorca,Berlin,Spain,2024-07-15,15,Delayed,Eurowings (EW),budget,Eurowings
Venice,Berlin,Italy,2024-07-15,13,Delayed,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-15,39,Delayed,Lufthansa (LH),premium,Lufthansa
Copenhagen,Berlin,Denmark,2024-07-15,47,Delayed,Norwegian Air (D8),budget,Norwegian Air
Nice,Berlin,France,2024-07-15,111,Delayed,Eurowings (EW),budget,Eurowings
Helsinki,Berlin,Finland,2024-07-15,3,Delayed,Finnair (AY),premium,Finnair
Venice,Berlin,Italy,2024-07-15,13,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Manchester,Berlin,United Kingdom,2024-07-15,2,Delayed,Ryanair (FR),budget,Ryanair
Dusseldorf,Berlin,Germany,2024-07-15,2,Delayed,Eurowings (EW),budget,Eurowings
Riga,Berlin,Latvia,2024-07-15,12,Delayed,Ryanair (FR),budget,Ryanair
London STN,Berlin,United Kingdom,2024-07-15,-2,Early,Ryanair (FR),budget,Ryanair
Tivat,Berlin,Montenegro,2024-07-15,20,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Vienna,Berlin,Austria,2024-07-15,-5,Early,Austrian Airlines (OS),premium,Austrian Airlines
Istanbul IST,Berlin,Turkey,2024-07-15,16,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Frankfurt,Berlin,Germany,2024-07-15,0,Cancelled,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-07-15,-2,Early,Swiss (LX),premium,Swiss
Brussels,Berlin,Belgium,2024-07-15,-4,Early,Brussels Airlines (SN),premium,Brussels Airlines
Amsterdam,Berlin,Netherlands,2024-07-15,18,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Antalya,Berlin,Turkey,2024-07-15,35,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Ankara ESB,Berlin,Turkey,2024-07-15,31,Delayed,(VF),budget,Valujet Airlines
Paris CDG,Berlin,France,2024-07-15,54,Delayed,Air France (AF),premium,Air France
Munich,Berlin,Germany,2024-07-15,-1,Early,Lufthansa (LH),premium,Lufthansa
London LGW,Berlin,United Kingdom,2024-07-15,-1,Early,easyJet Europe (EJU),budget,Easyjet Europe
Warsaw,Berlin,Poland,2024-07-15,-13,Early,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Hurghada,Berlin,Egypt,2024-07-15,-21,Early,Air Cairo (SM),budget,Air Cairo
Palma de Mallorca,Berlin,Spain,2024-07-15,20,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Milan LIN,Berlin,Italy,2024-07-15,21,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Barcelona,Berlin,Spain,2024-07-15,-20,Early,Ryanair (FR),budget,Ryanair
Brussels,Berlin,Belgium,2024-07-15,68,Delayed,Ryanair (FR),budget,Ryanair
Istanbul SAW,Berlin,Turkey,2024-07-15,-7,Early,Pegasus Airlines (PC),budget,Pegasus Airlines
Frankfurt,Berlin,Germany,2024-07-15,-8,Early,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-07-15,13,Delayed,Swiss (LX),premium,Swiss
Vienna,Berlin,Austria,2024-07-15,-13,Early,Austrian Airlines (OS),premium,Austrian Airlines
Helsinki,Berlin,Finland,2024-07-15,-8,Early,Finnair (AY),premium,Finnair
Riga,Berlin,Latvia,2024-07-15,67,Delayed,Air Baltic (BT),premium,Air Baltic
London LHR,Berlin,United Kingdom,2024-07-15,19,Delayed,British Airways (BA),premium,British Airways
Madrid,Berlin,Spain,2024-07-15,-4,Early,IBERIA Express (IBS),budget,Iberia Express
Munich,Berlin,Germany,2024-07-15,17,Delayed,Lufthansa (LH),premium,Lufthansa
Dusseldorf,Berlin,Germany,2024-07-15,-10,Early,Eurowings (EW),budget,Eurowings
Graz,Berlin,Austria,2024-07-15,-35,Early,Eurowings (EW),budget,Eurowings
London STN,Berlin,United Kingdom,2024-07-15,66,Delayed,Ryanair (FR),budget,Ryanair
Stuttgart,Berlin,Germany,2024-07-15,147,Cancelled,Eurowings (EW),budget,Eurowings
Heraklion,Berlin,Greece,2024-07-15,7,Delayed,Ryanair (FR),budget,Ryanair
Athens,Berlin,Greece,2024-07-15,44,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Oslo,Berlin,Norway,2024-07-15,15,Delayed,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Alicante,Berlin,Spain,2024-07-15,-9,Early,Ryanair (FR),budget,Ryanair
Cologne/Bonn,Berlin,Germany,2024-07-15,36,Delayed,Eurowings (EW),budget,Eurowings
Palma de Mallorca,Berlin,Spain,2024-07-15,-16,Early,Eurowings (EW),budget,Eurowings
Zurich,Berlin,Switzerland,2024-07-15,29,Delayed,Swiss (LX),premium,Swiss
Paris CDG,Berlin,France,2024-07-15,53,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Antalya,Berlin,Turkey,2024-07-15,38,Delayed,Sun Express (XQ),budget,Sun Express
London LHR,Berlin,United Kingdom,2024-07-15,3,Delayed,British Airways (BA),premium,British Airways
Trondheim,Berlin,Norway,2024-07-15,21,Delayed,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Dublin,Berlin,Ireland,2024-07-15,14,Delayed,Ryanair (FR),budget,Ryanair
Salerno,Berlin,Italy,2024-07-15,15,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Budapest,Berlin,Hungary,2024-07-15,7,Delayed,Ryanair (FR),budget,Ryanair
Bologna,Berlin,Italy,2024-07-15,108,Delayed,Ryanair (FR),budget,Ryanair
Antalya,Berlin,Turkey,2024-07-15,17,Delayed,Sun Express (XQ),budget,Sun Express
Palma de Mallorca,Berlin,Spain,2024-07-15,44,Delayed,Ryanair (FR),budget,Ryanair
Chania,Berlin,Greece,2024-07-15,129,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
London STN,Berlin,United Kingdom,2024-07-15,-5,Early,Ryanair (FR),budget,Ryanair
Stockholm ARN,Berlin,Sweden,2024-07-15,-9,Early,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Tel Aviv,Berlin,Israel,2024-07-15,102,Delayed,Ryanair (FR),budget,Ryanair
Tel Aviv,Berlin,Israel,2024-07-15,-4,Early,EL AL- Israel Airlines (LY),premium,El Al- Israel Airlines
Frankfurt,Berlin,Germany,2024-07-15,3,Delayed,Lufthansa (LH),premium,Lufthansa
Basel,Berlin,Switzerland,2024-07-15,-6,Early,easyJet Switzerland (DS),budget,Easyjet Switzerland
Dublin,Berlin,Ireland,2024-07-15,-9,Early,Aer Lingus (EI),premium,Aer Lingus
Istanbul IST,Berlin,Turkey,2024-07-15,11,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Pristina,Berlin,Kosovo,2024-07-15,43,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Tirana,Berlin,Albania,2024-07-15,48,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Rome FCO,Berlin,Italy,2024-07-15,-10,Early,Aero Services Executive (W4),premium,Aero Services Executive
London LCY,Berlin,United Kingdom,2024-07-15,46,Delayed,British Airways (BA),premium,British Airways
Milan BGY,Berlin,Italy,2024-07-15,59,Delayed,Ryanair (FR),budget,Ryanair
Vienna,Berlin,Austria,2024-07-15,103,Delayed,Eurowings (EW),budget,Eurowings
Nottingham EMA,Berlin,United Kingdom,2024-07-15,-1,Early,Ryanair (FR),budget,Ryanair
Pisa,Berlin,Italy,2024-07-15,75,Delayed,Ryanair (FR),budget,Ryanair
Barcelona,Berlin,Spain,2024-07-15,-9,Early,Vueling Airlines (VY),budget,Vueling Airlines
Rhodos,Berlin,Greece,2024-07-15,57,Delayed,Eurowings (EW),budget,Eurowings
Zurich,Berlin,Switzerland,2024-07-15,-21,Early,Eurowings (EW),budget,Eurowings
Amsterdam,Berlin,Netherlands,2024-07-15,25,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Malaga,Berlin,Spain,2024-07-15,-15,Early,Ryanair (FR),budget,Ryanair
Vienna,Berlin,Austria,2024-07-15,55,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Paris Orly,Berlin,France,2024-07-15,74,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Brussels,Berlin,Belgium,2024-07-15,2,Delayed,Brussels Airlines (SN),premium,Brussels Airlines
Zurich,Berlin,Switzerland,2024-07-15,3,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Palma de Mallorca,Berlin,Spain,2024-07-15,73,Delayed,Ryanair (FR),budget,Ryanair
London LHR,Berlin,United Kingdom,2024-07-15,85,Delayed,British Airways (BA),premium,British Airways
Copenhagen,Berlin,Denmark,2024-07-15,19,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-15,13,Delayed,Lufthansa (LH),premium,Lufthansa
Beirut,Berlin,Lebanon,2024-07-15,-18,Early,SUNDAIR (SDR),budget,Sundair
Porto,Berlin,Portugal,2024-07-15,56,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Rhodos,Berlin,Greece,2024-07-15,-20,Early,SUNDAIR (SDR),budget,Sundair
Munich,Berlin,Germany,2024-07-15,-14,Early,Lufthansa (LH),premium,Lufthansa
Paris CDG,Berlin,France,2024-07-15,39,Delayed,Air France (AF),premium,Air France
London LGW,Berlin,United Kingdom,2024-07-15,-8,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Krakow,Berlin,Poland,2024-07-15,21,Delayed,Ryanair (FR),budget,Ryanair
Lisbon,Berlin,Portugal,2024-07-15,26,Delayed,Ryanair (FR),budget,Ryanair
Naples,Berlin,Italy,2024-07-15,57,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Marsa Alam,Berlin,Egypt,2024-07-15,-39,Early,easyJet Europe (EJU),budget,Easyjet Europe
Rome FCO,Berlin,Italy,2024-07-15,3,Delayed,Ryanair (FR),budget,Ryanair
Bologna,Berlin,Italy,2024-07-15,-14,Early,Ryanair (FR),budget,Ryanair
Zurich,Berlin,Switzerland,2024-07-15,13,Delayed,Swiss (LX),premium,Swiss
Nice,Berlin,France,2024-07-15,23,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Madrid,Berlin,Spain,2024-07-15,-11,Early,IBERIA Express (IBS),budget,Iberia Express
Paris Orly,Berlin,France,2024-07-15,-19,Early,Transavia France (TO),budget,Transavia France
Kos,Berlin,Greece,2024-07-15,8,Delayed,Eurowings (EW),budget,Eurowings
Heraklion,Berlin,Greece,2024-07-15,27,Delayed,Eurowings (EW),budget,Eurowings
Izmir ADB,Berlin,Turkey,2024-06-16,-27,Early,Sun Express (XQ),budget,Sun Express
Beijing,Berlin,China,2024-06-16,26,Delayed,Hainan Airlines (HU),premium,Hainan Airlines
New York EWR,Berlin,United States,2024-06-16,-8,Early,United Airlines (UA),premium,United Airlines
Chisinau,Berlin,Moldova,2024-06-16,57,Delayed,Fly One (FIA),budget,Fly One
Doha,Berlin,Qatar,2024-06-16,1,Delayed,Qatar Airways (QR),premium,Qatar Airways
Trieste,Berlin,Italy,2024-06-16,-21,Early,Ryanair (FR),budget,Ryanair
Geneva,Berlin,Switzerland,2024-06-16,-4,Early,easyJet Switzerland (DS),budget,Easyjet Switzerland
New York JFK,Berlin,United States,2024-06-16,-74,Early,Delta Air Lines (DL),premium,Delta Air Lines
Marseille,Berlin,France,2024-06-16,-11,Early,Ryanair (FR),budget,Ryanair
Frankfurt,Berlin,Germany,2024-06-16,-16,Early,Lufthansa (LH),premium,Lufthansa
Munich,Berlin,Germany,2024-06-16,-7,Early,Lufthansa (LH),premium,Lufthansa
Rome FCO,Berlin,Italy,2024-06-16,-31,Early,Aero Services Executive (W4),premium,Aero Services Executive
Belgrade,Berlin,Serbia,2024-06-16,-27,Early,Wizz Air (W6),budget,Wizz Air
Vienna,Berlin,Austria,2024-06-16,-9,Early,Austrian Airlines (OS),premium,Austrian Airlines
Amsterdam,Berlin,Netherlands,2024-06-16,-1,Early,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Naples,Berlin,Italy,2024-06-16,-14,Early,easyJet Europe (EJU),budget,Easyjet Europe
Antalya,Berlin,Turkey,2024-06-16,177,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Paris CDG,Berlin,France,2024-06-16,5,Delayed,Air France (AF),premium,Air France
Palma de Mallorca,Berlin,Spain,2024-06-16,-14,Early,Ryanair (FR),budget,Ryanair
Zurich,Berlin,Switzerland,2024-06-16,10,Delayed,Swiss (LX),premium,Swiss
Oslo,Berlin,Norway,2024-06-16,2,Delayed,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Frankfurt,Berlin,Germany,2024-06-16,7,Delayed,Lufthansa (LH),premium,Lufthansa
Rome FCO,Berlin,Italy,2024-06-16,-19,Early,Ryanair (FR),budget,Ryanair
Milan LIN,Berlin,Italy,2024-06-16,-7,Early,easyJet Europe (EJU),budget,Easyjet Europe
Istanbul IST,Berlin,Turkey,2024-06-16,-20,Early,Turkish Airlines (TK),premium,Turkish Airlines
Paris CDG,Berlin,France,2024-06-16,-24,Early,easyJet Europe (EJU),budget,Easyjet Europe
Copenhagen,Berlin,Denmark,2024-06-16,-8,Early,easyJet Europe (EJU),budget,Easyjet Europe
Tel Aviv,Berlin,Israel,2024-06-16,-20,Early,EL AL- Israel Airlines (LY),premium,El Al- Israel Airlines
Venice,Berlin,Italy,2024-06-16,-9,Early,Ryanair (FR),budget,Ryanair
Tallinn,Berlin,Estonia,2024-06-16,73,Delayed,Air Baltic (BT),premium,Air Baltic
Palma de Mallorca,Berlin,Spain,2024-06-16,-21,Early,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-06-16,-2,Early,Lufthansa (LH),premium,Lufthansa
Dublin,Berlin,Ireland,2024-06-16,-16,Early,Aer Lingus (EI),premium,Aer Lingus
Zagreb,Berlin,Croatia,2024-06-16,-20,Early,Croatia Airlines (OU),premium,Croatia Airlines
Barcelona,Berlin,Spain,2024-06-16,2,Delayed,Vueling Airlines (VY),budget,Vueling Airlines
Dublin,Berlin,Ireland,2024-06-16,-11,Early,Ryanair (FR),budget,Ryanair
Amsterdam,Berlin,Netherlands,2024-06-16,-8,Early,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Munich,Berlin,Germany,2024-06-16,16,Delayed,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-06-16,-6,Early,Swiss (LX),premium,Swiss
Dalaman,Berlin,Turkey,2024-06-16,-16,Early,Sun Express (XQ),budget,Sun Express
Bolzano,Berlin,Italy,2024-06-16,-5,Early,(BQ),budget,Bluebird Airways
London STN,Berlin,United Kingdom,2024-06-16,5,Delayed,Ryanair (FR),budget,Ryanair
Palma de Mallorca,Berlin,Spain,2024-06-16,-14,Early,Ryanair (FR),budget,Ryanair
Manchester,Berlin,United Kingdom,2024-06-16,-10,Early,Ryanair (FR),budget,Ryanair
Madrid,Berlin,Spain,2024-06-16,-8,Early,Ryanair (FR),budget,Ryanair
Luxembourg,Berlin,Luxembourg,2024-06-16,-15,Early,Ryanair (FR),budget,Ryanair
Vienna,Berlin,Austria,2024-06-16,-13,Early,Austrian Airlines (OS),premium,Austrian Airlines
Stockholm ARN,Berlin,Sweden,2024-06-16,-3,Early,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
London LHR,Berlin,United Kingdom,2024-06-16,-11,Early,British Airways (BA),premium,British Airways
Porto,Berlin,Portugal,2024-06-16,-6,Early,Ryanair (FR),budget,Ryanair
Warsaw,Berlin,Poland,2024-06-16,1,Delayed,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Madrid,Berlin,Spain,2024-06-16,-9,Early,IBERIA Express (IBS),budget,Iberia Express
Baku,Berlin,Azerbaijan,2024-06-16,-27,Early,Azerbaijan Airlines (J2),premium,Azerbaijan Airlines
Singapore,Berlin,Singapore,2024-06-16,-19,Early,Scoot (TR),budget,Scoot
Athens,Berlin,Greece,2024-06-16,5,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Zurich,Berlin,Switzerland,2024-06-16,-16,Early,easyJet Europe (EJU),budget,Easyjet Europe
Barcelona,Berlin,Spain,2024-06-16,-10,Early,Ryanair (FR),budget,Ryanair
Riga,Berlin,Latvia,2024-06-16,-12,Early,Ryanair (FR),budget,Ryanair
Brussels,Berlin,Belgium,2024-06-16,-9,Early,Brussels Airlines (SN),premium,Brussels Airlines
Dubrovnik,Berlin,Croatia,2024-06-16,-17,Early,Eurowings (EW),budget,Eurowings
Frankfurt,Berlin,Germany,2024-06-16,-2,Early,Lufthansa (LH),premium,Lufthansa
Amsterdam,Berlin,Netherlands,2024-06-16,-19,Early,easyJet Europe (EJU),budget,Easyjet Europe
Paris CDG,Berlin,France,2024-06-16,-14,Early,Air France (AF),premium,Air France
Toulouse,Berlin,France,2024-06-16,-32,Early,easyJet Europe (EJU),budget,Easyjet Europe
Antalya,Berlin,Turkey,2024-06-16,63,Delayed,Freebird Airlines (FHY),budget,Freebird Airlines
Istanbul SAW,Berlin,Turkey,2024-06-16,125,Delayed,(VF),budget,Valujet Airlines
London LGW,Berlin,United Kingdom,2024-06-16,5,Delayed,easyJet UK (U2),budget,Easyjet Uk
Amsterdam,Berlin,Netherlands,2024-06-16,-4,Early,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Reykjavik,Berlin,Iceland,2024-06-16,-16,Early,(OG),budget,One-Two-Go Airlines
Trieste,Berlin,Italy,2024-06-16,-16,Early,SUNDAIR (SDR),budget,Sundair
Antalya,Berlin,Turkey,2024-06-16,15,Delayed,Sun Express (XQ),budget,Sun Express
Thessaloniki,Berlin,Greece,2024-06-16,-6,Early,easyJet Europe (EJU),budget,Easyjet Europe
Paris Orly,Berlin,France,2024-06-16,2,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Pristina,Berlin,Kosovo,2024-06-16,-18,Early,easyJet Europe (EJU),budget,Easyjet Europe
Palma de Mallorca,Berlin,Spain,2024-06-16,52,Delayed,Eurowings (EW),budget,Eurowings
Catania,Berlin,Italy,2024-06-16,-6,Early,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-06-16,-8,Early,Lufthansa (LH),premium,Lufthansa
